Avail,Player,MLB,Eligible,Rank
W ( 4/15),Mason Denaburg SP | WAS,M,SP,9999
South Carolina Ballcocks,Connor Prielipp SP | MIN,M,SP,9999
W ( 4/15),Ken Waldichuk SP | ATH ,IL,SP,9999
W ( 4/15),Ryan Mason RP | MIN,M,RP,9999
W ( 4/15),Hector Lujan RP | CIN,M,RP,9999
W ( 4/15),Reid Schaller SP | WAS,M,SP,9999
W ( 4/15),John Lujan RP | NYM,M,RP,9999
W ( 4/15),Jhonatan German RP | WAS,M,RP,9999
W ( 4/15),Michael Hobbs RP | LAD,M,RP,9999
W ( 4/15),Jacob Ehret RP | CIN,M,RP,9999
Southern Playaz,Lucas Giolito SP | BOS ,IL,SP,9999
W ( 4/15),Rob Kaminsky SP | STL ,IL,SP,9999
W ( 4/15),Michael Tonkin RP | MIN ,IL,RP,9999
W ( 4/15),Jake Bennett SP | WAS ,M,SP,9999
W ( 4/15),Keegan Curtis RP | LAD,M,RP,9999
W ( 4/15),D.J. Baxendale SP | MIN,M,SP,9999
W ( 4/15),Paul Blackburn SP | NYM ,IL,SP,9999
W ( 4/15),Zach Hedges RP | CHC,M,RP,9999
W ( 4/15),Brandon Birdsell SP | CHC ,M,SP,9999
W ( 4/15),Zack Erwin RP | TB,M,RP,9999
W ( 4/15),Michael Arias RP | NYY ,M,RP,9999
Levittown Panthers,John Means SP | CLE ,IL,SP,9999
W ( 4/15),Robert Benincasa RP | WAS,M,RP,9999
W ( 4/15),Christian Roa SP | MIA,M,SP,9999
W ( 4/15),Jared Robinson RP | NYM,M,RP,9999
W ( 4/15),Nick Avila RP | BAL,M,RP,9999
W ( 4/15),Carson Messina SP | TOR,M,SP,9999
W ( 4/15),Estarlin Arias RP | STL,M,RP,9999
W ( 4/15),Kyle Hooper RP | LAD,M,RP,9999
W ( 4/15),Kevin Stevens RP | NYY ,IL,RP,9999
W ( 4/15),Carlos Portuondo RP | CIN,M,RP,9999
W ( 4/15),Eris Filpo RP | TEX,M,RP,9999
W ( 4/15),Tyler Santana RP | CHC,M,RP,9999
W ( 4/15),Cody Reed RP | ARI,M,RP,9999
Northern Virginia River Rats,Davidjohn Herz SP | WAS ,IL,SP,9999
W ( 4/15),Hector Mendoza RP | STL,M,RP,9999
W ( 4/15),Dillon McNamara RP | SF,M,RP,9999
W ( 4/15),Adam Cimber RP | LAA,A,RP,9999
W ( 4/15),Luis Perales SP | BOS ,M,SP,9999
W ( 4/15),Bill Sullivan RP | ATH,M,RP,9999
W ( 4/15),Patrick Weigel RP | WAS,M,RP,9999
W ( 4/15),Cristian Hernandez RP | NYY,M,RP,9999
W ( 4/15),Josh Hartle RP | CLE,M,RP,9999
W ( 4/15),Logan Allen RP | ARI,M,RP,9999
W ( 4/15),Robert Tyler SP | COL,M,SP,9999
W ( 4/15),Clay Helvey RP | WAS,M,RP,9999
W ( 4/15),Antonio Jimenez RP | SF,M,RP,9999
W ( 4/15),Zac Houston RP | TB,M,RP,9999
W ( 4/15),Javier Medina SP | COL,M,SP,9999
W ( 4/15),Chad Smith RP | NYM,M,RP,9999
W ( 4/15),Alan Garcia RP | SD,M,RP,9999
W ( 4/15),Jimmy Burnette RP | TOR,M,RP,9999
Southern Playaz,Rhett Lowder SP | CIN ,IL,SP,9999
W ( 4/15),Jeremy Pilon SP | TB,M,SP,9999
W ( 4/15),Mason Albright SP | COL,M,SP,9999
W ( 4/15),Jordan Jones RP | CLE,M,RP,9999
W ( 4/15),Franklin De La Paz RP | LAD,M,RP,9999
W ( 4/15),Jonathan Loaisiga RP | NYY ,IL,RP,9999
W ( 4/15),Josh Ekness RP | MIA,M,RP,9999
W ( 4/15),Kit Scheetz RP | HOU,M,RP,9999
W ( 4/15),Blake Quinn RP | PHI,M,RP,9999
W ( 4/15),Brody Hopkins SP | TB,M,SP,9999
W ( 4/15),Yordin Chalas RP | ARI,M,RP,9999
W ( 4/15),Juan Carela SP | CHW ,M,SP,9999
W ( 4/15),Todd Peterson SP | WAS,M,SP,9999
W ( 4/15),Jon Olczak RP | ATL,M,RP,9999
W ( 4/15),Thad Ward RP | BAL,M,RP,9999
W ( 4/15),Jonathan Hughes RP | ATL,M,RP,9999
W ( 4/15),Mitch Farris RP | LAA,M,RP,9999
W ( 4/15),Tyler Mattison RP | DET ,M,RP,9999
W ( 4/15),Josh Rogers RP | COL,M,RP,9999
W ( 4/15),Kris Hall RP | ATH,M,RP,9999
W ( 4/15),Austin Krzeminski RP | LAA,M,RP,9999
W ( 4/15),Dominic Pipkin SP | PHI,M,SP,9999
W ( 4/15),Dylan Bundy SP | NYM,M,SP,9999
Lewisberg All Blacks,Quinn Mathews SP | STL,M,SP,9999
W ( 4/15),Garrett Ramsey RP | BOS,M,RP,9999
W ( 4/15),Ryan Carpenter RP | SD,M,RP,9999
W ( 4/15),Joe Rogers RP | DET,M,RP,9999
W ( 4/15),Tanner Andrews RP | SF,M,RP,9999
W ( 4/15),Bryan Hoeing RP | SD ,IL,RP,9999
W ( 4/15),Cody Poteet SP | CHC,M,SP,9999
W ( 4/15),Kelly Secrest RP | NYM,M,RP,9999
W ( 4/15),Aaron Phillips RP | SF,M,RP,9999
W ( 4/15),"Ross Stripling RP,SP | KC",M,"RP,SP",9999
W ( 4/15),Kevin Smith SP | BAL,M,SP,9999
W ( 4/15),Michael Zouzalik RP | BAL,M,RP,9999
W ( 4/15),Nate Savino SP | ARI,M,SP,9999
W ( 4/15),Daniel Procopio RP | LAA,M,RP,9999
W ( 4/15),Randy Labaut RP | PIT,M,RP,9999
W ( 4/15),Drue Hackenberg SP | ATL,M,SP,9999
W ( 4/15),Payton Martin SP | LAD,M,SP,9999
W ( 4/15),Stefan Raeth RP | SEA,M,RP,9999
W ( 4/15),Braulio Lara SP | WAS,M,SP,9999
W ( 4/15),Paolo Espino RP | TOR,M,RP,9999
W ( 4/15),Dauris Valdez RP | SEA,A,RP,9999
W ( 4/15),Rafael Cova SP | SF,M,SP,9999
W ( 4/15),Nelson Gonzalez RP | COL,M,RP,9999
W ( 4/15),Alex Amalfi RP | TOR,M,RP,9999
W ( 4/15),Andrew Barbosa SP | MIL,M,SP,9999
W ( 4/15),Michael Kennedy SP | CLE,M,SP,9999
W ( 4/15),Jordan Pries SP | CHC,M,SP,9999
W ( 4/15),Daniel Tillo SP | SF,M,SP,9999
W ( 4/15),Spencer Mraz RP | TEX,M,RP,9999
W ( 4/15),J.B. Olson RP | CHW,M,RP,9999
W ( 4/15),Allan Hernandez RP | CLE,M,RP,9999
W ( 4/15),Kurt Heyer RP | STL,M,RP,9999
W ( 4/15),Antonio Knowles RP | LAD,M,RP,9999
W ( 4/15),Forrest Snow SP | LAA,M,SP,9999
East Carolina Bucs,Trey Yesavage SP | TOR,M,SP,9999
W ( 4/15),Yacksel Rios RP | NYM ,IL,RP,9999
Midlothian DeadHeads,Alejandro Rosario SP | TEX ,M,SP,9999
W ( 4/15),Corey Littrell SP | STL,M,SP,9999
W ( 4/15),Andrew Thurman SP | ATL,M,SP,9999
W ( 4/15),Pedro Santos RP | ATH,M,RP,9999
Centreville Blue Sox,Joe Musgrove SP | SD ,IL,SP,9999
W ( 4/15),Ramon Benjamin SP | MIA,M,SP,9999
W ( 4/15),Aldrin Batista SP | CHW ,M,SP,9999
W ( 4/15),Joe Shaw RP | NYM,M,RP,9999
W ( 4/15),Hunter Strickland RP | TEX,M,RP,9999
W ( 4/15),Grant Zawadzki RP | TEX,M,RP,9999
W ( 4/15),Cody Scroggins RP | BOS,M,RP,9999
W ( 4/15),Will Gaddis RP | COL,M,RP,9999
W ( 4/15),Marcel Renteria RP | NYM,M,RP,9999
W ( 4/15),David Holman RP | COL,M,RP,9999
W ( 4/15),Dylan Floro RP | ARI ,M,RP,9999
W ( 4/15),Alejandro Hidalgo RP | LAA,M,RP,9999
W ( 4/15),Alfred Vega RP | NYM,M,RP,9999
W ( 4/15),Joseph King RP | STL,M,RP,9999
W ( 4/15),Adam Hill SP | NYM,M,SP,9999
W ( 4/15),Matt Bush RP | TEX,A,RP,9999
W ( 4/15),Bobby Bundy SP | BAL,M,SP,9999
W ( 4/15),Zach Davies SP | WAS,M,SP,9999
W ( 4/15),Christian Suarez RP | LAD,M,RP,9999
W ( 4/15),Melvin Adon SP | BOS,M,SP,9999
W ( 4/15),Yosver Zulueta RP | CIN,M,RP,9999
W ( 4/15),Gabriel Alfaro SP | WAS,M,SP,9999
W ( 4/15),John Russell RP | SF,M,RP,9999
W ( 4/15),J.T. Hintzen RP | MIL,M,RP,9999
W ( 4/15),Aaron Cox RP | LAA,M,RP,9999
W ( 4/15),Carter Stewart SP | ATL,M,SP,9999
W ( 4/15),Yorlin Calderon RP | SEA,M,RP,9999
W ( 4/15),Ryan Sandberg RP | MIL,M,RP,9999
W ( 4/15),Nick Dombkowski RP | PIT,M,RP,9999
South Carolina Ballcocks,Didier Fuentes SP | ATL,M,SP,9999
W ( 4/15),Jaden Woods RP | PIT,M,RP,9999
W ( 4/15),Samuel Strickland RP | ATL,M,RP,9999
W ( 4/15),Jared Solomon RP | CIN,M,RP,9999
W ( 4/15),Garrett Hill RP | DET,M,RP,9999
W ( 4/15),Heriberto Ruelas RP | NYM,M,RP,9999
W ( 4/15),Jakob Hernandez RP | BAL,M,RP,9999
W ( 4/15),Nick Burdi RP | BOS,M,RP,9999
W ( 4/15),A.J. Puckett SP | CHC,M,SP,9999
W ( 4/15),Bubba Derby RP | MIL,M,RP,9999
W ( 4/15),Robert Kwiatkowski RP | CHC,M,RP,9999
W ( 4/15),Adam Leverett RP | PHI,M,RP,9999
W ( 4/15),Ben Holmes RP | CHW,M,RP,9999
W ( 4/15),Austin Warren RP | NYM,M,RP,9999
W ( 4/15),Carson Rudd RP | CIN,M,RP,9999
W ( 4/15),Andrew Moore RP | CIN,M,RP,9999
W ( 4/15),Seth Keener SP | CHW,M,SP,9999
W ( 4/15),Jose Espada RP | SD,M,RP,9999
W ( 4/15),Mac Marshall RP | SF,M,RP,9999
W ( 4/15),Bud Jeter RP | ARI,M,RP,9999
W ( 4/15),Jordan Guerrero SP | CHW,M,SP,9999
W ( 4/15),Daniel Eagen SP | ARI,M,SP,9999
W ( 4/15),Emilker Guzman RP | LAA,M,RP,9999
W ( 4/15),Todd Van Steensel RP | MIN,M,RP,9999
W ( 4/15),Edgar Osuna SP | KC,M,SP,9999
W ( 4/15),Nick Brink RP | MIA,M,RP,9999
W ( 4/15),Matthew Thompson SP | CHW,M,SP,9999
W ( 4/15),Trey McGough SP | CHW,M,SP,9999
Northern Virginia River Rats,Michael Mercado RP | PHI,M,RP,9999
W ( 4/15),Joey Oakie SP | CLE,M,SP,9999
W ( 4/15),Gage Hinsz SP | PIT,M,SP,9999
W ( 4/15),Brandyn Garcia SP | SEA,M,SP,9999
W ( 4/15),Owen Holt RP | CIN,M,RP,9999
South Carolina Ballcocks,Grant Taylor SP | CHW,M,SP,9999
W ( 4/15),Wil Browning RP | TOR,M,RP,9999
W ( 4/15),Jarod Wright RP | CHC,M,RP,9999
W ( 4/15),Hagen Danner RP | SEA,M,RP,9999
W ( 4/15),Freddy Pacheco RP | DET ,M,RP,9999
W ( 4/15),Esteban Mejia SP | BAL,M,SP,9999
W ( 4/15),Kodi Whitley RP | ATL ,M,RP,9999
W ( 4/15),Bret Helton RP | PIT,M,RP,9999
W ( 4/15),Wendolyn Bautista RP | SF,M,RP,9999
W ( 4/15),Conor Grammes RP | ARI,A,RP,9999
W ( 4/15),Kyle McMyne RP | CIN,M,RP,9999
W ( 4/15),Tyson Hardin SP | MIL,M,SP,9999
W ( 4/15),Yovanny Cruz SP | BOS,M,SP,9999
W ( 4/15),Anthony Bass RP | TOR,M,RP,9999
W ( 4/15),Kyle Barraclough RP | BOS,M,RP,9999
W ( 4/15),Bryan Valdez SP | ARI,M,SP,9999
W ( 4/15),Chris Ellis SP | BAL,A,SP,9999
W ( 4/15),Wyatt Lunsford-Shenkman RP | SEA,M,RP,9999
W ( 4/15),Matthew Gorst RP | BOS,M,RP,9999
W ( 4/15),Patrick Halligan RP | ATL,M,RP,9999
W ( 4/15),Joander Suarez SP | NYM,M,SP,9999
W ( 4/15),Cody Laweryson RP | MIN,M,RP,9999
Iowa Cubs,Kutter Crawford SP | BOS ,IL,SP,9999
W ( 4/15),Drew Smith RP | NYM ,IL,RP,9999
W ( 4/15),Collin McHugh RP | ATL,A,RP,9999
W ( 4/15),Nick Fraze RP | TOR,M,RP,9999
Northern Virginia River Rats,Jordan Wicks SP | CHC,M,SP,9999
W ( 4/15),Carlson Reed SP | PIT ,IL,SP,9999
W ( 4/15),Tyler Brown RP | HOU,M,RP,9999
W ( 4/15),Nate Dohm SP | NYM,M,SP,9999
W ( 4/15),Justin Donatella SP | ARI,M,SP,9999
W ( 4/15),Tyler Alexander RP | PHI,M,RP,9999
W ( 4/15),Jaime Barria RP | CLE,M,RP,9999
W ( 4/15),Jimmy Lewis SP | LAD,M,SP,9999
W ( 4/15),Duncan Snider RP | SD,M,RP,9999
W ( 4/15),Ryan Hennen RP | BAL,M,RP,9999
W ( 4/15),Marcus Evey RP | CHW,M,RP,9999
Richmond Hippies,Johan Oviedo SP | PIT ,IL,SP,9999
W ( 4/15),Ryan Beckman RP | MIA,M,RP,9999
W ( 4/15),Wes Benjamin RP | SD,M,RP,9999
W ( 4/15),Ben Bowden RP | ATH,M,RP,9999
W ( 4/15),Adrian De Horta RP | TB,M,RP,9999
W ( 4/15),Kurt Spomer RP | LAA,M,RP,9999
W ( 4/15),Thomas Burrows RP | ATL,M,RP,9999
W ( 4/15),Tyler Thornton RP | CLE,M,RP,9999
W ( 4/15),Chris Murphy RP | BOS ,IL,RP,9999
W ( 4/15),Kevin Grendell RP | LAA,M,RP,9999
W ( 4/15),Calvin Coker RP | DET,M,RP,9999
W ( 4/15),Jhony Brito RP | SD ,IL,RP,9999
South Carolina Ballcocks,Juan Valera SP | BOS,M,SP,9999
W ( 4/15),Morgan McSweeney RP | BAL,M,RP,9999
W ( 4/15),Jairo Beras RP | TEX,M,RP,9999
W ( 4/15),Matt Cooper RP | CHW,M,RP,9999
W ( 4/15),Matt Waldron SP | SD ,IL,SP,9999
W ( 4/15),Jake Stinnett SP | CHC,M,SP,9999
W ( 4/15),Brooks Raley RP | NYM,A,RP,9999
W ( 4/15),Carter Holton SP | ATL ,M,SP,9999
W ( 4/15),Emmanuel Ramirez RP | TOR,A,RP,9999
W ( 4/15),Chavez Fernander RP | DET,M,RP,9999
W ( 4/15),Geoff Hartlieb RP | NYY,M,RP,9999
W ( 4/15),Michael Rucker RP | WAS,A,RP,9999
W ( 4/15),Wyatt Olds RP | BOS,A,RP,9999
W ( 4/15),Daniel Tillman RP | MIL,M,RP,9999
W ( 4/15),Sean Brady RP | CLE,M,RP,9999
W ( 4/15),Eddy Demurias RP | CIN,M,RP,9999
W ( 4/15),Jedixson Paez SP | BOS,M,SP,9999
W ( 4/15),Colton Johnson RP | ATH,M,RP,9999
W ( 4/15),Jose Bravo RP | MIN,M,RP,9999
W ( 4/15),Cole Johnson RP | MIN,M,RP,9999
W ( 4/15),Kyle Cody RP | TEX,M,RP,9999
W ( 4/15),Jose Quijada RP | LAA,A,RP,9999
W ( 4/15),Tanner McDougal SP | CHW,M,SP,9999
W ( 4/15),Hunter Gregory RP | TOR,M,RP,9999
W ( 4/15),Rafael De Paula RP | ATL,M,RP,9999
W ( 4/15),Adam Ravenelle RP | DET,M,RP,9999
W ( 4/15),Chase Cohen RP | ATH,M,RP,9999
W ( 4/15),Abdiel Mendoza RP | TOR,M,RP,9999
W ( 4/15),Brooks Crawford RP | CIN,M,RP,9999
W ( 4/15),Reid Humphreys RP | COL,M,RP,9999
W ( 4/15),Tyler Bremer RP | MIA,M,RP,9999
W ( 4/15),Luinder Avila SP | KC,M,SP,9999
W ( 4/15),Cole Ayers RP | NYY,M,RP,9999
W ( 4/15),Dylan MacLean SP | TEX,M,SP,9999
W ( 4/15),Jordy Vargas SP | COL,M,SP,9999
W ( 4/15),Derek Molina RP | MIN,M,RP,9999
W ( 4/15),Matt Lollis RP | CHW,M,RP,9999
W ( 4/15),Dylan Thompson SP | SEA,M,SP,9999
W ( 4/15),Bryan Mata SP | BOS,M,SP,9999
W ( 4/15),"Dane Dunning RP,SP | TEX",A,"RP,SP",9999
W ( 4/15),Garrett Acton RP | TB,M,RP,9999
W ( 4/15),Joey Mancini RP | HOU,M,RP,9999
W ( 4/15),Najer Victor RP | LAA,M,RP,9999
W ( 4/15),Christian Binford SP | KC,M,SP,9999
W ( 4/15),J.P. France SP | HOU ,IL,SP,9999
W ( 4/15),Nash Walters RP | LAA,M,RP,9999
W ( 4/15),Nazier Mule SP | CHC,M,SP,9999
W ( 4/15),Austin DeCarr RP | NYY,M,RP,9999
W ( 4/15),Jose Castillo RP | ARI ,IL,RP,9999
W ( 4/15),Jonathan Santucci SP | NYM,M,SP,9999
W ( 4/15),Matt Mullenbach RP | MIN,M,RP,9999
W ( 4/15),Jason Richman RP | TEX,M,RP,9999
W ( 4/15),Seth McGarry RP | PHI,M,RP,9999
W ( 4/15),Josh Martin RP | PHI,M,RP,9999
W ( 4/15),Logan Gragg SP | STL,M,SP,9999
W ( 4/15),Noah Davis RP | BOS,M,RP,9999
W ( 4/15),Tyler Carr RP | PHI,M,RP,9999
W ( 4/15),Trey Cobb RP | PHI,M,RP,9999
Richmond Hippies,Andrew Painter SP | PHI,M,SP,9999
W ( 4/15),Austin Schulfer RP | PHI,M,RP,9999
W ( 4/15),Blake Dickerson SP | SD,M,SP,9999
Wrigleyville Fielders,Brandon Sproat SP | NYM ,M,SP,9999
W ( 4/15),Keegan Yuhl RP | HOU,M,RP,9999
W ( 4/15),Lucas Knowles RP | WAS ,M,RP,9999
W ( 4/15),Timothy Naughton RP | DET,M,RP,9999
W ( 4/15),Adbert Alzolay RP | NYM ,IL,RP,9999
W ( 4/15),Matt Cronin RP | WAS,M,RP,9999
W ( 4/15),Ricky Knapp RP | NYM,M,RP,9999
W ( 4/15),Nic Enright RP | CLE ,M,RP,9999
W ( 4/15),Joshua Walker RP | TOR,M,RP,9999
W ( 4/15),Trent Harris RP | SF,M,RP,9999
W ( 4/15),Craig Stem RP | MIA,M,RP,9999
W ( 4/15),Lincoln Henzman SP | MIA,M,SP,9999
W ( 4/15),Andre Scrubb RP | HOU,M,RP,9999
W ( 4/15),Bryce Warrecker RP | NYY,M,RP,9999
W ( 4/15),Richelson Pena RP | TEX,M,RP,9999
W ( 4/15),Carlos Gomez RP | NYY,M,RP,9999
W ( 4/15),Yoanner Negrin RP | CHC,M,RP,9999
W ( 4/15),Travis Smith SP | MIL,M,SP,9999
W ( 4/15),Izack Tiger SP | TEX ,M,SP,9999
W ( 4/15),Dalton Rogers SP | BOS,M,SP,9999
W ( 4/15),Ralston Cash RP | LAD,M,RP,9999
W ( 4/15),Triston Polley RP | TEX,M,RP,9999
W ( 4/15),Rolddy Munoz RP | ATL,M,RP,9999
W ( 4/15),Victor Arano RP | WAS,A,RP,9999
W ( 4/15),Ronald Pena RP | WAS,M,RP,9999
W ( 4/15),Tyler Bugner RP | COL,M,RP,9999
W ( 4/15),Luke Murphy RP | LAA,M,RP,9999
W ( 4/15),Jose Chacin RP | NYM,A,RP,9999
W ( 4/15),Jose Fleury SP | HOU,M,SP,9999
W ( 4/15),Drew Beam SP | KC,M,SP,9999
Centreville Blue Sox,Nick Frasso SP | LAD,M,SP,9999
W ( 4/15),Tyler Davis RP | CHW,M,RP,9999
W ( 4/15),Jhonleider Salinas RP | TB,M,RP,9999
W ( 4/15),Brandon Bielak RP | ARI,M,RP,9999
Lewisberg All Blacks,Jacob Misiorowski SP | MIL,M,SP,9999
W ( 4/15),Aaron Pinto RP | CLE,M,RP,9999
W ( 4/15),Jake McCasland RP | SF,M,RP,9999
W ( 4/15),Skylar Szynski SP | ATH,M,SP,9999
W ( 4/15),Brett Schulze RP | PHI,M,RP,9999
W ( 4/15),Cameron Varga SP | TB,M,SP,9999
W ( 4/15),Ian Leatherman RP | TB,M,RP,9999
W ( 4/15),Jerry Keel RP | SD,M,RP,9999
W ( 4/15),Leonardo Pestana RP | NYY,M,RP,9999
W ( 4/15),Nick Bitsko SP | TB ,M,SP,9999
W ( 4/15),Vincent Timpanelli RP | CIN,M,RP,9999
W ( 4/15),Lex Rutledge RP | BAL,M,RP,9999
W ( 4/15),Sem Robberse SP | STL,M,SP,9999
W ( 4/15),Thomas Ponticelli RP | COL,M,RP,9999
W ( 4/15),Erasmo Ramirez RP | MIN ,IL,RP,9999
W ( 4/15),Jorge Reyes SP | SD,M,SP,9999
W ( 4/15),Micah Dallas RP | ATH,M,RP,9999
W ( 4/15),Will Kincanon RP | CHW,M,RP,9999
W ( 4/15),Weilnton Herrera RP | COL,M,RP,9999
W ( 4/15),Aaron McGarity RP | CHW,M,RP,9999
W ( 4/15),Omar Bencomo RP | MIN,M,RP,9999
W ( 4/15),Ben Madison RP | SF,M,RP,9999
W ( 4/15),Kieran Lovegrove SP | SF,M,SP,9999
W ( 4/15),Robert Gsellman RP | WAS,M,RP,9999
W ( 4/15),Kyle Robinson SP | ATH,M,SP,9999
W ( 4/15),Steve Perakslis RP | CHC,M,RP,9999
W ( 4/15),Tristan Archer RP | MIL,M,RP,9999
W ( 4/15),Stephen Landazuri SP | SEA,M,SP,9999
W ( 4/15),William English SP | LAA,M,SP,9999
W ( 4/15),Cameron Schlittler SP | NYY,M,SP,9999
W ( 4/15),Alexis Rivero RP | PHI,M,RP,9999
W ( 4/15),Pedro Fernandez RP | MIL,M,RP,9999
W ( 4/15),Levi Stoudt SP | BAL ,IL,SP,9999
W ( 4/15),Jacob Wallace RP | KC,M,RP,9999
W ( 4/15),"Josh Fleming RP,SP | SEA",M,"RP,SP",9999
W ( 4/15),Ryan Murphy SP | SF ,M,SP,9999
W ( 4/15),Justin Dunn SP | CHW,M,SP,9999
W ( 4/15),Luis Curvelo RP | TEX,M,RP,9999
W ( 4/15),Austin Orewiler RP | CIN,M,RP,9999
Levittown Panthers,Brock Porter SP | TEX,M,SP,9999
W ( 4/15),Matt Dennis RP | COL,M,RP,9999
W ( 4/15),J.J. Niekro RP | ATL,M,RP,9999
W ( 4/15),Tim Elliott SP | SEA,M,SP,9999
W ( 4/15),Charles King RP | PHI,M,RP,9999
W ( 4/15),Nathan Webb RP | BAL,M,RP,9999
W ( 4/15),Juan Sandoval SP | TB,M,SP,9999
W ( 4/15),Brian Hendry SP | NYY,M,SP,9999
W ( 4/15),Matt Moore RP | BOS ,A,RP,9999
W ( 4/15),Trace Bright SP | BAL,M,SP,9999
W ( 4/15),Miguel Medrano SP | CIN,M,SP,9999
W ( 4/15),Zach Jackson RP | ATH,M,RP,9999
W ( 4/15),Stephen Ridings RP | NYM ,M,RP,9999
W ( 4/15),Denny Brady SP | LAA,M,SP,9999
W ( 4/15),Alimber Santa RP | HOU,M,RP,9999
W ( 4/15),Dietrich Enns RP | DET,M,RP,9999
W ( 4/15),Blake Beers SP | ATH,M,SP,9999
W ( 4/15),Colby White RP | NYY,M,RP,9999
W ( 4/15),Jacob Webb RP | ARI,M,RP,9999
W ( 4/15),Sean Boyle RP | NYY,M,RP,9999
W ( 4/15),Jordan Foley RP | COL,M,RP,9999
W ( 4/15),Stetson Allie RP | TB,M,RP,9999
W ( 4/15),Calvin Ziegler SP | NYM ,M,SP,9999
W ( 4/15),Colton Gordon SP | HOU,M,SP,9999
W ( 4/15),Luke Little RP | CHC,M,RP,9999
W ( 4/15),Humberto Castellanos RP | ARI,M,RP,9999
W ( 4/15),Chase Johnson RP | SD,M,RP,9999
W ( 4/15),Tyler Baum RP | ATH,M,RP,9999
W ( 4/15),Luke Westphal SP | SD,M,SP,9999
W ( 4/15),Mason Hickman RP | CLE,M,RP,9999
W ( 4/15),Steven Zobac SP | KC,M,SP,9999
W ( 4/15),David Garner RP | TOR,M,RP,9999
W ( 4/15),Hiro Wyatt SP | KC,M,SP,9999
W ( 4/15),Tyler Cyr RP | LAD,A,RP,9999
W ( 4/15),Trent Palmer SP | TOR,M,SP,9999
W ( 4/15),Blas Castano SP | SEA,M,SP,9999
W ( 4/15),Aiden May SP | MIA ,M,SP,9999
W ( 4/15),Luke Shilling RP | CHW,A,RP,9999
W ( 4/15),Kevin McAvoy RP | BOS,M,RP,9999
W ( 4/15),Zack Weiss RP | STL,M,RP,9999
W ( 4/15),Jeremy Kehrt SP | LAD,M,SP,9999
W ( 4/15),Josh Bostick SP | SF,M,SP,9999
W ( 4/15),Oliver Ortega RP | NYM ,IL,RP,9999
W ( 4/15),Marquis Grissom RP | WAS,M,RP,9999
W ( 4/15),Daniel Castano RP | MIA,A,RP,9999
W ( 4/15),Keylan Killgore RP | KC,M,RP,9999
Iowa Cubs,Jarlin Susana SP | WAS,M,SP,9999
W ( 4/15),Wade Miley SP | CIN,M,SP,9999
W ( 4/15),Jonathan Hernandez RP | TB ,IL,RP,9999
W ( 4/15),Reid Birlingmair RP | TEX,M,RP,9999
W ( 4/15),Tyler Wells SP | BAL ,IL,SP,9999
W ( 4/15),Erik Sabrowski RP | CLE ,IL,RP,9999
W ( 4/15),Chance Huff RP | WAS,M,RP,9999
W ( 4/15),Derek Diamond SP | PIT,M,SP,9999
W ( 4/15),David Sosebee RP | NYY,M,RP,9999
W ( 4/15),Mike Adams RP | PHI,M,RP,9999
W ( 4/15),Peyton Olejnik SP | LAA,M,SP,9999
W ( 4/15),Alex Santos SP | HOU,M,SP,9999
W ( 4/15),Brennan Malone SP | ARI,M,SP,9999
W ( 4/15),Angel De Jesus RP | DET,M,RP,9999
W ( 4/15),Freddy Tarnok RP | MIA,M,RP,9999
W ( 4/15),Josh Taylor RP | KC,A,RP,9999
W ( 4/15),Jordan Weems RP | ATL,M,RP,9999
W ( 4/15),Travis Lakins RP | BAL,M,RP,9999
W ( 4/15),Brady Puckett RP | MIA,M,RP,9999
W ( 4/15),Alonzo Tredwell SP | HOU ,M,SP,9999
W ( 4/15),Chandler Jozwiak RP | MIA,M,RP,9999
W ( 4/15),Justin Armbruester SP | BAL ,IL,SP,9999
W ( 4/15),John Stankiewicz RP | MIN,M,RP,9999
W ( 4/15),Yency Almonte RP | CHC ,M,RP,9999
W ( 4/15),Justin Bruihl RP | PIT,M,RP,9999
W ( 4/15),Jacob Kmatz SP | TB,M,SP,9999
W ( 4/15),Stephen Janas SP | ATL,M,SP,9999
W ( 4/15),Luis Devers SP | CHC,M,SP,9999
W ( 4/15),Yujanyer Herrera SP | COL ,M,SP,9999
W ( 4/15),A.J. Vanegas RP | LAD,M,RP,9999
W ( 4/15),Kelvin Nunez RP | SEA,M,RP,9999
W ( 4/15),Shane Greene RP | TEX,M,RP,9999
W ( 4/15),Jean Pinto SP | BAL ,M,SP,9999
W ( 4/15),Nick Krauth SP | TEX,M,SP,9999
W ( 4/15),Collin Wiles RP | MIL,M,RP,9999
W ( 4/15),Michael Brewer RP | TEX,M,RP,9999
W ( 4/15),Rafael Pineda RP | SEA,M,RP,9999
W ( 4/15),Jake Diekman RP | ATL,M,RP,9999
Richmond Hippies,Christian Scott SP | NYM ,IL,SP,9999
W ( 4/15),Brad Schreiber RP | TB,M,RP,9999
W ( 4/15),Luis Moreno SP | NYM,M,SP,9999
W ( 4/15),Kyle Virbitsky SP | BAL,M,SP,9999
W ( 4/15),Irv Carter SP | TOR,M,SP,9999
W ( 4/15),Ricardo Yan SP | ARI,M,SP,9999
W ( 4/15),Paul Gervase RP | TB,M,RP,9999
W ( 4/15),Joshua Cornielly SP | NYM,M,SP,9999
W ( 4/15),Reiss Knehr RP | SD,M,RP,9999
W ( 4/15),Brian Clark SP | CHW,M,SP,9999
W ( 4/15),Rob Rogers RP | LAD,M,RP,9999
